#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species	description
MP00492	MP00492	AT5G06950	PlantTFDB	1.0	AT5G06950	0	None	None	1	None	None	gene is directly annotated
MP00493	MP00493	AT5G06960	PlantTFDB	1.0	AT5G06960	0	None	None	1	None	None	gene is directly annotated
MP00494	MP00494	AT5G07100	PlantTFDB	1.0	AT5G07100	0	None	None	1	None	None	gene is directly annotated
MP00495	MP00495	AT5G07310	PlantTFDB	1.0	AT5G07310	0	None	None	1	None	None	gene is directly annotated
MP00496	MP00496	AT5G07680	PlantTFDB	1.0	AT5G07680	0	None	None	1	None	None	gene is directly annotated
MP00497	MP00497	AT5G08070	PlantTFDB	1.0	AT5G08070	0	None	None	1	None	None	gene is directly annotated
MP00498	MP00498	AT5G08130	PlantTFDB	1.0	AT5G08130	0	None	None	1	None	None	gene is directly annotated
MP00499	MP00499	AT5G08330	PlantTFDB	1.0	AT5G08330	0	None	None	1	None	None	gene is directly annotated
MP00500	MP00500	AT5G08520	PlantTFDB	1.0	AT5G08520	0	None	None	1	None	None	gene is directly annotated
MP00501	MP00501	AT5G09410	PlantTFDB	1.0	AT5G09410	0	None	None	1	None	None	gene is directly annotated
MP00502	MP00502	AT5G10030	PlantTFDB	1.0	AT5G10030	0	None	None	1	None	None	gene is directly annotated
MP00079	MP00079	AT5G10140	PlantTFDB	1.0	AT5G10140	0	None	None	1	None	None	gene is directly annotated
MP00503	MP00503	AT5G10280	PlantTFDB	1.0	AT5G10280	0	None	None	1	None	None	gene is directly annotated
MP00504	MP00504	AT5G10510	PlantTFDB	1.0	AT5G10510	0	None	None	1	None	None	gene is directly annotated
MP00117	MP00117	AT5G11260	PlantTFDB	1.0	AT5G11260	0	None	None	1	None	None	gene is directly annotated
MP00505	MP00505	AT5G11510	PlantTFDB	1.0	AT5G11510	0	None	None	1	None	None	gene is directly annotated
MP00599	MP00599	AT5G12870	PlantTFDB	1.0	AT5G12870	0	None	None	1	None	None	gene is directly annotated
MP00506	MP00506	AT5G13080	PlantTFDB	1.0	AT5G13080	0	None	None	1	None	None	gene is directly annotated
MP00507	MP00507	AT5G13180	PlantTFDB	1.0	AT5G13180	0	None	None	1	None	None	gene is directly annotated
MP00508	MP00508	AT5G13790	PlantTFDB	1.0	AT5G13790	0	None	None	1	None	None	gene is directly annotated
MP00509	MP00509	AT5G13910	PlantTFDB	1.0	AT5G13910	0	None	None	1	None	None	gene is directly annotated
MP00510	MP00510	AT5G14340	PlantTFDB	1.0	AT5G14340	0	None	None	1	None	None	gene is directly annotated
MP00511	MP00511	AT5G14960	PlantTFDB	1.0	AT5G14960	0	None	None	1	None	None	gene is directly annotated
MP00092	MP00092	AT5G15800	PlantTFDB	1.0	AT5G15800	0	None	None	1	None	None	gene is directly annotated
MP00512	MP00512	AT5G15830	PlantTFDB	1.0	AT5G15830	0	None	None	1	None	None	gene is directly annotated
MP00513	MP00513	AT5G16600	PlantTFDB	1.0	AT5G16600	0	None	None	1	None	None	gene is directly annotated
MP00514	MP00514	AT5G16820	PlantTFDB	1.0	AT5G16820	0	None	None	1	None	None	gene is directly annotated
MP00515	MP00515	AT5G17300	PlantTFDB	1.0	AT5G17300	0	None	None	1	None	None	gene is directly annotated
MP00610	MP00610	AT5G17430	PlantTFDB	1.0	AT5G17430	0	None	None	1	None	None	gene is directly annotated
MP00516	MP00516	AT5G17800	PlantTFDB	1.0	AT5G17800	0	None	None	1	None	None	gene is directly annotated
MP00517	MP00517	AT5G18090	PlantTFDB	1.0	AT5G18090	0	None	None	1	None	None	gene is directly annotated
MP00518	MP00518	AT5G18270	PlantTFDB	1.0	AT5G18270	0	None	None	1	None	None	gene is directly annotated
MP00519	MP00519	AT5G18450	PlantTFDB	1.0	AT5G18450	0	None	None	1	None	None	gene is directly annotated
MP00520	MP00520	AT5G18560	PlantTFDB	1.0	AT5G18560	0	None	None	1	None	None	gene is directly annotated
MP00604	MP00604	AT5G18830	PlantTFDB	1.0	AT5G18830	0	None	None	1	None	None	gene is directly annotated
MP00521	MP00521	AT5G19790	PlantTFDB	1.0	AT5G19790	0	None	None	1	None	None	gene is directly annotated
MP00080	MP00080	AT5G20240	PlantTFDB	1.0	AT5G20240	0	None	None	1	None	None	gene is directly annotated
MP00661	MP00661	AT5G22220	PlantTFDB	1.0	AT5G22220	0	None	None	1	None	None	gene is directly annotated
MP00619	MP00619	AT5G22570	PlantTFDB	1.0	AT5G22570	0	None	None	1	None	None	gene is directly annotated
MP00522	MP00522	AT5G22890	PlantTFDB	1.0	AT5G22890	0	None	None	1	None	None	gene is directly annotated
MP00523	MP00523	AT5G22990	PlantTFDB	1.0	AT5G22990	0	None	None	1	None	None	gene is directly annotated
MP00524	MP00524	AT5G23280	PlantTFDB	1.0	AT5G23280	0	None	None	1	None	None	gene is directly annotated
MP00525	MP00525	AT5G24110	PlantTFDB	1.0	AT5G24110	0	None	None	1	None	None	gene is directly annotated
MP00526	MP00526	AT5G25190	PlantTFDB	1.0	AT5G25190	0	None	None	1	None	None	gene is directly annotated
MP00527	MP00527	AT5G25390	PlantTFDB	1.0	AT5G25390	0	None	None	1	None	None	gene is directly annotated
MP00528	MP00528	AT5G25475	PlantTFDB	1.0	AT5G25475	0	None	None	1	None	None	gene is directly annotated
MP00529	MP00529	AT5G25810	PlantTFDB	1.0	AT5G25810	0	None	None	1	None	None	gene is directly annotated
MP00530	MP00530	AT5G25830	PlantTFDB	1.0	AT5G25830	0	None	None	1	None	None	gene is directly annotated
MP00531	MP00531	AT5G26170	PlantTFDB	1.0	AT5G26170	0	None	None	1	None	None	gene is directly annotated
MP00011	MP00011	AT5G28300	PlantTFDB	1.0	AT5G28300	0	None	None	1	None	None	gene is directly annotated
MP00040	MP00040	AT5G28770	PlantTFDB	1.0	AT5G28770	0	None	None	1	None	None	gene is directly annotated
MP00532	MP00532	AT5G29000	PlantTFDB	1.0	AT5G29000	0	None	None	1	None	None	gene is directly annotated
MP00033	MP00033	AT5G37020	PlantTFDB	1.0	AT5G37020	0	None	None	1	None	None	gene is directly annotated
MP00533	MP00533	AT5G38800	PlantTFDB	1.0	AT5G38800	0	None	None	1	None	None	gene is directly annotated
MP00534	MP00534	AT5G38860	PlantTFDB	1.0	AT5G38860	0	None	None	1	None	None	gene is directly annotated
MP00535	MP00535	AT5G39610	PlantTFDB	1.0	AT5G39610	0	None	None	1	None	None	gene is directly annotated
MP00046	MP00046	AT5G39660	PlantTFDB	1.0	AT5G39660	0	None	None	1	None	None	gene is directly annotated
MP00536	MP00536	AT5G39760	PlantTFDB	1.0	AT5G39760	0	None	None	1	None	None	gene is directly annotated
MP00537	MP00537	AT5G39820	PlantTFDB	1.0	AT5G39820	0	None	None	1	None	None	gene is directly annotated
MP00538	MP00538	AT5G40330	PlantTFDB	1.0	AT5G40330	0	None	None	1	None	None	gene is directly annotated
MP00539	MP00539	AT5G41570	PlantTFDB	1.0	AT5G41570	0	None	None	1	None	None	gene is directly annotated
MP00540	MP00540	AT5G42520	PlantTFDB	1.0	AT5G42520	0	None	None	1	None	None	gene is directly annotated
MP00107	MP00107	AT5G42630	PlantTFDB	1.0	AT5G42630	0	None	None	1	None	None	gene is directly annotated
MP00029	MP00029	AT5G43410	PlantTFDB	1.0	AT5G43410	0	None	None	1	None	None	gene is directly annotated
MP00541	MP00541	AT5G43840	PlantTFDB	1.0	AT5G43840	0	None	None	1	None	None	gene is directly annotated
MP00542	MP00542	AT5G44210	PlantTFDB	1.0	AT5G44210	0	None	None	1	None	None	gene is directly annotated
MP00543	MP00543	AT5G45300	PlantTFDB	1.0	AT5G45300	0	None	None	1	None	None	gene is directly annotated
MP00544	MP00544	AT5G45580	PlantTFDB	1.0	AT5G45580	0	None	None	1	None	None	gene is directly annotated
MP00545	MP00545	AT5G46350	PlantTFDB	1.0	AT5G46350	0	None	None	1	None	None	gene is directly annotated
MP00546	MP00546	AT5G46590	PlantTFDB	1.0	AT5G46590	0	None	None	1	None	None	gene is directly annotated
MP00085	MP00085	AT5G46760	PlantTFDB	1.0	AT5G46760	0	None	None	1	None	None	gene is directly annotated
MP00547	MP00547	AT5G46830	PlantTFDB	1.0	AT5G46830	0	None	None	1	None	None	gene is directly annotated
MP00548	MP00548	AT5G47220	PlantTFDB	1.0	AT5G47220	0	None	None	1	None	None	gene is directly annotated
MP00549	MP00549	AT5G47230	PlantTFDB	1.0	AT5G47230	0	None	None	1	None	None	gene is directly annotated
MP00550	MP00550	AT5G47370	PlantTFDB	1.0	AT5G47370	0	None	None	1	None	None	gene is directly annotated
MP00551	MP00551	AT5G47390	PlantTFDB	1.0	AT5G47390	0	None	None	1	None	None	gene is directly annotated
MP00552	MP00552	AT5G47660	PlantTFDB	1.0	AT5G47660	0	None	None	1	None	None	gene is directly annotated
MP00036	MP00036	AT5G48560	PlantTFDB	1.0	AT5G48560	0	None	None	1	None	None	gene is directly annotated
MP00553	MP00553	AT5G48670	PlantTFDB	1.0	AT5G48670	0	None	None	1	None	None	gene is directly annotated
MP00554	MP00554	AT5G49300	PlantTFDB	1.0	AT5G49300	0	None	None	1	None	None	gene is directly annotated
MP00598	MP00598	AT5G49330	PlantTFDB	1.0	AT5G49330	0	None	None	1	None	None	gene is directly annotated
MP00555	MP00555	AT5G50570	PlantTFDB	1.0	AT5G50570	0	None	None	1	None	None	gene is directly annotated
MP00556	MP00556	AT5G51190	PlantTFDB	1.0	AT5G51190	0	None	None	1	None	None	gene is directly annotated
MP00064	MP00064	AT5G51910	PlantTFDB	1.0	AT5G51910	0	None	None	1	None	None	gene is directly annotated
MP00557	MP00557	AT5G51990	PlantTFDB	1.0	AT5G51990	0	None	None	1	None	None	gene is directly annotated
MP00558	MP00558	AT5G52020	PlantTFDB	1.0	AT5G52020	0	None	None	1	None	None	gene is directly annotated
MP00559	MP00559	AT5G52170	PlantTFDB	1.0	AT5G52170	0	None	None	1	None	None	gene is directly annotated
MP00560	MP00560	AT5G52660	PlantTFDB	1.0	AT5G52660	0	None	None	1	None	None	gene is directly annotated
MP00561	MP00561	AT5G52830	PlantTFDB	1.0	AT5G52830	0	None	None	1	None	None	gene is directly annotated
MP00562	MP00562	AT5G53950	PlantTFDB	1.0	AT5G53950	0	None	None	1	None	None	gene is directly annotated
MP00563	MP00563	AT5G54230	PlantTFDB	1.0	AT5G54230	0	None	None	1	None	None	gene is directly annotated
MP00564	MP00564	AT5G56110	PlantTFDB	1.0	AT5G56110	0	None	None	1	None	None	gene is directly annotated
MP00071	MP00071	AT5G56270	PlantTFDB	1.0	AT5G56270	0	None	None	1	None	None	gene is directly annotated
MP00565	MP00565	AT5G56840	PlantTFDB	1.0	AT5G56840	0	None	None	1	None	None	gene is directly annotated
MP00057	MP00057	AT5G58080	PlantTFDB	1.0	AT5G58080	0	None	None	1	None	None	gene is directly annotated
MP00566	MP00566	AT5G58620	PlantTFDB	1.0	AT5G58620	0	None	None	1	None	None	gene is directly annotated
MP00567	MP00567	AT5G58850	PlantTFDB	1.0	AT5G58850	0	None	None	1	None	None	gene is directly annotated
MP00568	MP00568	AT5G58900	PlantTFDB	1.0	AT5G58900	0	None	None	1	None	None	gene is directly annotated
MP00600	MP00600	AT5G59780	PlantTFDB	1.0	AT5G59780	0	None	None	1	None	None	gene is directly annotated
MP00616	MP00616	AT5G60120	PlantTFDB	1.0	AT5G60120	0	None	None	1	None	None	gene is directly annotated
MP00569	MP00569	AT5G60130	PlantTFDB	1.0	AT5G60130	0	None	None	1	None	None	gene is directly annotated
MP00570	MP00570	AT5G60850	PlantTFDB	1.0	AT5G60850	0	None	None	1	None	None	gene is directly annotated
MP00065	MP00065	AT5G60970	PlantTFDB	1.0	AT5G60970	0	None	None	1	None	None	gene is directly annotated
MP00571	MP00571	AT5G61270	PlantTFDB	1.0	AT5G61270	0	None	None	1	None	None	gene is directly annotated
MP00572	MP00572	AT5G61600	PlantTFDB	1.0	AT5G61600	0	None	None	1	None	None	gene is directly annotated
MP00573	MP00573	AT5G61620	PlantTFDB	1.0	AT5G61620	0	None	None	1	None	None	gene is directly annotated
MP00095	MP00095	AT5G61850	PlantTFDB	1.0	AT5G61850	0	None	None	1	None	None	gene is directly annotated
MP00574	MP00574	AT5G62000	PlantTFDB	1.0	AT5G62000	0	None	None	1	None	None	gene is directly annotated
MP00575	MP00575	AT5G62020	PlantTFDB	1.0	AT5G62020	0	None	None	1	None	None	gene is directly annotated
MP00576	MP00576	AT5G62165	PlantTFDB	1.0	AT5G62165	0	None	None	1	None	None	gene is directly annotated
MP00577	MP00577	AT5G62320	PlantTFDB	1.0	AT5G62320	0	None	None	1	None	None	gene is directly annotated
MP00578	MP00578	AT5G62380	PlantTFDB	1.0	AT5G62380	0	None	None	1	None	None	gene is directly annotated
MP00579	MP00579	AT5G62470	PlantTFDB	1.0	AT5G62470	0	None	None	1	None	None	gene is directly annotated
MP00580	MP00580	AT5G62940	PlantTFDB	1.0	AT5G62940	0	None	None	1	None	None	gene is directly annotated
MP00581	MP00581	AT5G63090	PlantTFDB	1.0	AT5G63090	0	None	None	1	None	None	gene is directly annotated
MP00582	MP00582	AT5G63260	PlantTFDB	1.0	AT5G63260	0	None	None	1	None	None	gene is directly annotated
MP00583	MP00583	AT5G64060	PlantTFDB	1.0	AT5G64060	0	None	None	1	None	None	gene is directly annotated
MP00043	MP00043	AT5G64220	PlantTFDB	1.0	AT5G64220	0	None	None	1	None	None	gene is directly annotated
MP00584	MP00584	AT5G64750	PlantTFDB	1.0	AT5G64750	0	None	None	1	None	None	gene is directly annotated
MP00585	MP00585	AT5G65130	PlantTFDB	1.0	AT5G65130	0	None	None	1	None	None	gene is directly annotated
MP00586	MP00586	AT5G65210	PlantTFDB	1.0	AT5G65210	0	None	None	1	None	None	gene is directly annotated
MP00587	MP00587	AT5G65310	PlantTFDB	1.0	AT5G65310	0	None	None	1	None	None	gene is directly annotated
MP00588	MP00588	AT5G65410	PlantTFDB	1.0	AT5G65410	0	None	None	1	None	None	gene is directly annotated
MP00589	MP00589	AT5G65510	PlantTFDB	1.0	AT5G65510	0	None	None	1	None	None	gene is directly annotated
MP00590	MP00590	AT5G66300	PlantTFDB	1.0	AT5G66300	0	None	None	1	None	None	gene is directly annotated
MP00591	MP00591	AT5G66700	PlantTFDB	1.0	AT5G66700	0	None	None	1	None	None	gene is directly annotated
MP00592	MP00592	AT5G66730	PlantTFDB	1.0	AT5G66730	0	None	None	1	None	None	gene is directly annotated
MP00593	MP00593	AT5G66940	PlantTFDB	1.0	AT5G66940	0	None	None	1	None	None	gene is directly annotated
MP00594	MP00594	AT5G67000	PlantTFDB	1.0	AT5G67000	0	None	None	1	None	None	gene is directly annotated
MP00595	MP00595	AT5G67190	PlantTFDB	1.0	AT5G67190	0	None	None	1	None	None	gene is directly annotated
MP00596	MP00596	AT5G67300	PlantTFDB	1.0	AT5G67300	0	None	None	1	None	None	gene is directly annotated
MP00118	MP00118	AT5G67450	PlantTFDB	1.0	AT5G67450	0	None	None	1	None	None	gene is directly annotated
MP00597	MP00597	AT5G67580	PlantTFDB	1.0	AT5G67580	0	None	None	1	None	None	gene is directly annotated
M00209_3.00	M00209_3.00	E2FB	PlantTFDB	1.0	E2FB	0	None	None	1	None	None	gene is directly annotated
M00772_3.00_ERF115	M00772_3.00_ERF115	ERF115	PlantTFDB	1.0	ERF115	0	None	None	1	None	None	gene is directly annotated
M00772_3.00_ABR1	M00772_3.00_ABR1	ABR1	PlantTFDB	1.0	ABR1	0	None	None	1	None	None	gene is directly annotated
M00776_3.00	M00776_3.00	ERF5	PlantTFDB	1.0	ERF5	0	None	None	1	None	None	gene is directly annotated
M00779_3.00	M00779_3.00	EIL1	PlantTFDB	1.0	EIL1	0	None	None	1	None	None	gene is directly annotated
M00782_3.00	M00782_3.00	GATA6	PlantTFDB	1.0	GATA6	0	None	None	1	None	None	gene is directly annotated
M00786_3.00	M00786_3.00	WRKY68	PlantTFDB	1.0	WRKY68	0	None	None	1	None	None	gene is directly annotated
M00787_3.00	M00787_3.00	WRKY36	PlantTFDB	1.0	WRKY36	0	None	None	1	None	None	gene is directly annotated
M00790_3.00	M00790_3.00	AT1G48610	PlantTFDB	1.0	AT1G48610	0	None	None	1	None	None	gene is directly annotated
M00821_3.00	M00821_3.00	AHL6	PlantTFDB	1.0	AHL6	0	None	None	1	None	None	gene is directly annotated
M00822_3.00	M00822_3.00	AT1G19485	PlantTFDB	1.0	AT1G19485	0	None	None	1	None	None	gene is directly annotated
M00913_3.00	M00913_3.00	ERF017	PlantTFDB	1.0	ERF017	0	None	None	1	None	None	gene is directly annotated
M00917_3.00	M00917_3.00	AT2G40350	PlantTFDB	1.0	AT2G40350	0	None	None	1	None	None	gene is directly annotated
M00918_3.00	M00918_3.00	ERF104	PlantTFDB	1.0	ERF104	0	None	None	1	None	None	gene is directly annotated
M00922_3.00_SNZ	M00922_3.00_SNZ	SNZ	PlantTFDB	1.0	SNZ	0	None	None	1	None	None	gene is directly annotated
M00922_3.00_SMZ	M00922_3.00_SMZ	SMZ	PlantTFDB	1.0	SMZ	0	None	None	1	None	None	gene is directly annotated
M00922_3.00_TOE2	M00922_3.00_TOE2	TOE2	PlantTFDB	1.0	TOE2	0	None	None	1	None	None	gene is directly annotated
M00923_3.00_ARF6	M00923_3.00_ARF6	ARF6	PlantTFDB	1.0	ARF6	0	None	None	1	None	None	gene is directly annotated
M00923_3.00_ARF3	M00923_3.00_ARF3	ARF3	PlantTFDB	1.0	ARF3	0	None	None	1	None	None	gene is directly annotated
M00923_3.00_ARF11	M00923_3.00_ARF11	ARF11	PlantTFDB	1.0	ARF11	0	None	None	1	None	None	gene is directly annotated
M00923_3.00_ARF4	M00923_3.00_ARF4	ARF4	PlantTFDB	1.0	ARF4	0	None	None	1	None	None	gene is directly annotated
M00924_3.00	M00924_3.00	REM1	PlantTFDB	1.0	REM1	0	None	None	1	None	None	gene is directly annotated
M00926_3.00	M00926_3.00	BZIP60	PlantTFDB	1.0	BZIP60	0	None	None	1	None	None	gene is directly annotated
M00928_3.00	M00928_3.00	ZAT2	PlantTFDB	1.0	ZAT2	0	None	None	1	None	None	gene is directly annotated
M00929_3.00	M00929_3.00	ZAT7	PlantTFDB	1.0	ZAT7	0	None	None	1	None	None	gene is directly annotated
M00930_3.00	M00930_3.00	AT4G35610	PlantTFDB	1.0	AT4G35610	0	None	None	1	None	None	gene is directly annotated
M00932_3.00_ZAT4	M00932_3.00_ZAT4	ZAT4	PlantTFDB	1.0	ZAT4	0	None	None	1	None	None	gene is directly annotated
M00932_3.00_AZF1	M00932_3.00_AZF1	AZF1	PlantTFDB	1.0	AZF1	0	None	None	1	None	None	gene is directly annotated
M00933_3.00	M00933_3.00	DOF5.3	PlantTFDB	1.0	DOF5.3	0	None	None	1	None	None	gene is directly annotated
M00935_3.00	M00935_3.00	ATHB-14	PlantTFDB	1.0	ATHB-14	0	None	None	1	None	None	gene is directly annotated
M00937_3.00_WOX14	M00937_3.00_WOX14	WOX14	PlantTFDB	1.0	WOX14	0	None	None	1	None	None	gene is directly annotated
M00937_3.00_WOX10	M00937_3.00_WOX10	WOX10	PlantTFDB	1.0	WOX10	0	None	None	1	None	None	gene is directly annotated
M00937_3.00_WOX1	M00937_3.00_WOX1	WOX1	PlantTFDB	1.0	WOX1	0	None	None	1	None	None	gene is directly annotated
M00939_3.00_HSFC1	M00939_3.00_HSFC1	HSFC1	PlantTFDB	1.0	HSFC1	0	None	None	1	None	None	gene is directly annotated
M00939_3.00_HSFB1	M00939_3.00_HSFB1	HSFB1	PlantTFDB	1.0	HSFB1	0	None	None	1	None	None	gene is directly annotated
M00940_3.00_HSFA6B	M00940_3.00_HSFA6B	HSFA6B	PlantTFDB	1.0	HSFA6B	0	None	None	1	None	None	gene is directly annotated
M00940_3.00_HSFA7B	M00940_3.00_HSFA7B	HSFA7B	PlantTFDB	1.0	HSFA7B	0	None	None	1	None	None	gene is directly annotated
M00941_3.00	M00941_3.00	LBD18	PlantTFDB	1.0	LBD18	0	None	None	1	None	None	gene is directly annotated
M00942_3.00_ATMYB54	M00942_3.00_ATMYB54	ATMYB54	PlantTFDB	1.0	ATMYB54	0	None	None	1	None	None	gene is directly annotated
M00942_3.00_ATMYB69	M00942_3.00_ATMYB69	ATMYB69	PlantTFDB	1.0	ATMYB69	0	None	None	1	None	None	gene is directly annotated
M00943_3.00	M00943_3.00	ARR11	PlantTFDB	1.0	ARR11	0	None	None	1	None	None	gene is directly annotated
M00945_3.00	M00945_3.00	GPRI1	PlantTFDB	1.0	GPRI1	0	None	None	1	None	None	gene is directly annotated
M00947_3.00	M00947_3.00	AtMYB45	PlantTFDB	1.0	AtMYB45	0	None	None	1	None	None	gene is directly annotated
M00950_3.00	M00950_3.00	RVE2	PlantTFDB	1.0	RVE2	0	None	None	1	None	None	gene is directly annotated
M00953_3.00_MYB5	M00953_3.00_MYB5	MYB5	PlantTFDB	1.0	MYB5	0	None	None	1	None	None	gene is directly annotated
M00953_3.00_MYB11	M00953_3.00_MYB11	MYB11	PlantTFDB	1.0	MYB11	0	None	None	1	None	None	gene is directly annotated
M00954_3.00_ATMYB2	M00954_3.00_ATMYB2	ATMYB2	PlantTFDB	1.0	ATMYB2	0	None	None	1	None	None	gene is directly annotated
M00954_3.00_MYB59	M00954_3.00_MYB59	MYB59	PlantTFDB	1.0	MYB59	0	None	None	1	None	None	gene is directly annotated
M00956_3.00	M00956_3.00	NAC019	PlantTFDB	1.0	NAC019	0	None	None	1	None	None	gene is directly annotated
M00958_3.00	M00958_3.00	SPL1	PlantTFDB	1.0	SPL1	0	None	None	1	None	None	gene is directly annotated
M00959_3.00	M00959_3.00	SPL7	PlantTFDB	1.0	SPL7	0	None	None	1	None	None	gene is directly annotated
M00965_3.00	M00965_3.00	AHL12	PlantTFDB	1.0	AHL12	0	None	None	1	None	None	gene is directly annotated
M00966_3.00	M00966_3.00	SRS1	PlantTFDB	1.0	SRS1	0	None	None	1	None	None	gene is directly annotated
M00967_3.00	M00967_3.00	AHL20	PlantTFDB	1.0	AHL20	0	None	None	1	None	None	gene is directly annotated
M00968_3.00	M00968_3.00	AHL25	PlantTFDB	1.0	AHL25	0	None	None	1	None	None	gene is directly annotated
M00969_3.00	M00969_3.00	WRKY57	PlantTFDB	1.0	WRKY57	0	None	None	1	None	None	gene is directly annotated
M00971_3.00	M00971_3.00	WRKY9	PlantTFDB	1.0	WRKY9	0	None	None	1	None	None	gene is directly annotated
M00972_3.00_WRKY67	M00972_3.00_WRKY67	WRKY67	PlantTFDB	1.0	WRKY67	0	None	None	1	None	None	gene is directly annotated
M00972_3.00_WRKY64	M00972_3.00_WRKY64	WRKY64	PlantTFDB	1.0	WRKY64	0	None	None	1	None	None	gene is directly annotated
M00972_3.00_WRKY63	M00972_3.00_WRKY63	WRKY63	PlantTFDB	1.0	WRKY63	0	None	None	1	None	None	gene is directly annotated
M01010_3.00	M01010_3.00	ARF5	PlantTFDB	1.0	ARF5	0	None	None	1	None	None	gene is directly annotated
M01011_3.00	M01011_3.00	ABI3	PlantTFDB	1.0	ABI3	0	None	None	1	None	None	gene is directly annotated
M01020_3.00	M01020_3.00	ARF1	PlantTFDB	1.0	ARF1	0	None	None	1	None	None	gene is directly annotated
M01051_3.00	M01051_3.00	NAC001	PlantTFDB	1.0	NAC001	0	None	None	1	None	None	gene is directly annotated
M01053_3.00	M01053_3.00	BRN2	PlantTFDB	1.0	BRN2	0	None	None	1	None	None	gene is directly annotated
M01056_3.00	M01056_3.00	NAC076	PlantTFDB	1.0	NAC076	0	None	None	1	None	None	gene is directly annotated
M01058_3.00	M01058_3.00	NAC055	PlantTFDB	1.0	NAC055	0	None	None	1	None	None	gene is directly annotated
M01059_3.00	M01059_3.00	NAC062	PlantTFDB	1.0	NAC062	0	None	None	1	None	None	gene is directly annotated
M01060_3.00	M01060_3.00	NAC043	PlantTFDB	1.0	NAC043	0	None	None	1	None	None	gene is directly annotated
M01063_3.00	M01063_3.00	VOZ2	PlantTFDB	1.0	VOZ2	0	None	None	1	None	None	gene is directly annotated
M01064_3.00_WRKY59	M01064_3.00_WRKY59	WRKY59	PlantTFDB	1.0	WRKY59	0	None	None	1	None	None	gene is directly annotated
M01064_3.00_WRKY69	M01064_3.00_WRKY69	WRKY69	PlantTFDB	1.0	WRKY69	0	None	None	1	None	None	gene is directly annotated
M01064_3.00_WRKY13	M01064_3.00_WRKY13	WRKY13	PlantTFDB	1.0	WRKY13	0	None	None	1	None	None	gene is directly annotated
M01064_3.00_WRKY51	M01064_3.00_WRKY51	WRKY51	PlantTFDB	1.0	WRKY51	0	None	None	1	None	None	gene is directly annotated
M01127_3.00	M01127_3.00	ERF096	PlantTFDB	1.0	ERF096	0	None	None	1	None	None	gene is directly annotated
M01128_3.00	M01128_3.00	CRF5	PlantTFDB	1.0	CRF5	0	None	None	1	None	None	gene is directly annotated
M01131_3.00	M01131_3.00	DREB2C	PlantTFDB	1.0	DREB2C	0	None	None	1	None	None	gene is directly annotated
M01134_3.00_BHLH75	M01134_3.00_BHLH75	BHLH75	PlantTFDB	1.0	BHLH75	0	None	None	1	None	None	gene is directly annotated
M01134_3.00_BHLH77	M01134_3.00_BHLH77	BHLH77	PlantTFDB	1.0	BHLH77	0	None	None	1	None	None	gene is directly annotated
M01135_3.00	M01135_3.00	TGA6	PlantTFDB	1.0	TGA6	0	None	None	1	None	None	gene is directly annotated
M01138_3.00	M01138_3.00	ABF4	PlantTFDB	1.0	ABF4	0	None	None	1	None	None	gene is directly annotated
M01139_3.00_ABF2	M01139_3.00_ABF2	ABF2	PlantTFDB	1.0	ABF2	0	None	None	1	None	None	gene is directly annotated
M01139_3.00_ABI5	M01139_3.00_ABI5	ABI5	PlantTFDB	1.0	ABI5	0	None	None	1	None	None	gene is directly annotated
M01140_3.00	M01140_3.00	ATBZIP27	PlantTFDB	1.0	ATBZIP27	0	None	None	1	None	None	gene is directly annotated
M01146_3.00	M01146_3.00	KNAT5	PlantTFDB	1.0	KNAT5	0	None	None	1	None	None	gene is directly annotated
M01149_3.00	M01149_3.00	LBD29	PlantTFDB	1.0	LBD29	0	None	None	1	None	None	gene is directly annotated
M01150_3.00	M01150_3.00	HHO1	PlantTFDB	1.0	HHO1	0	None	None	1	None	None	gene is directly annotated
M01151_3.00	M01151_3.00	RVE7L	PlantTFDB	1.0	RVE7L	0	None	None	1	None	None	gene is directly annotated
M01155_3.00	M01155_3.00	MYB61	PlantTFDB	1.0	MYB61	0	None	None	1	None	None	gene is directly annotated
M01159_3.00	M01159_3.00	UNE16	PlantTFDB	1.0	UNE16	0	None	None	1	None	None	gene is directly annotated
M01162_3.00	M01162_3.00	AT4G09450	PlantTFDB	1.0	AT4G09450	0	None	None	1	None	None	gene is directly annotated
M01165_3.00	M01165_3.00	TRB3	PlantTFDB	1.0	TRB3	0	None	None	1	None	None	gene is directly annotated
M01167_3.00_AT1G61730	M01167_3.00_AT1G61730	AT1G61730	PlantTFDB	1.0	AT1G61730	0	None	None	1	None	None	gene is directly annotated
M01167_3.00_AT4G00390	M01167_3.00_AT4G00390	AT4G00390	PlantTFDB	1.0	AT4G00390	0	None	None	1	None	None	gene is directly annotated
M01170_3.00	M01170_3.00	AT2G42040	PlantTFDB	1.0	AT2G42040	0	None	None	1	None	None	gene is directly annotated
M01171_3.00_WRKY56	M01171_3.00_WRKY56	WRKY56	PlantTFDB	1.0	WRKY56	0	None	None	1	None	None	gene is directly annotated
M01171_3.00_WRKY74	M01171_3.00_WRKY74	WRKY74	PlantTFDB	1.0	WRKY74	0	None	None	1	None	None	gene is directly annotated
